CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction.Score,Card.Type,Point.Earned
695,Spain,Female,31,5,0,2,0,1,13998.88,Stayed,3,GOLD,583
416,Germany,Female,41,10,122189.66,2,1,0,98301.61,Stayed,3,SILVER,281
471,Spain,Male,26,8,0,2,1,1,179655.87,Stayed,4,GOLD,388
850,France,Male,40,6,97339.99,1,0,1,88815.25,Stayed,1,GOLD,756
642,France,Female,39,4,0,1,1,1,76821.24,Stayed,4,PLATINUM,445
656,France,Male,38,10,0,1,1,1,136521.82,Stayed,1,SILVER,894
796,France,Male,51,6,0,2,0,1,194733.28,Stayed,1,PLATINUM,804
584,Germany,Female,31,6,152622.34,1,1,0,99298.8,Stayed,5,DIAMOND,445
711,France,Male,33,1,0,1,0,0,41590.4,Stayed,3,SILVER,824
520,Spain,Female,30,4,145222.99,2,0,0,145160.96,Stayed,3,GOLD,779
846,France,Female,37,6,127103.97,1,1,1,41516.44,Stayed,1,SILVER,290
521,France,Male,22,5,0,2,1,1,99828.45,Stayed,1,PLATINUM,782
597,France,Female,29,1,132144.35,1,1,0,158086.33,Stayed,1,DIAMOND,718
767,Spain,Male,37,7,0,2,1,1,24734.25,Stayed,4,GOLD,234
576,France,Male,39,1,0,2,1,1,68814.23,Stayed,5,SILVER,366
607,Spain,Female,36,4,98266.3,1,1,1,46416.36,Stayed,1,PLATINUM,933
701,France,Male,39,2,0,2,1,1,82526.92,Stayed,4,DIAMOND,812
726,Spain,Female,56,2,105473.74,1,1,1,46044.7,Stayed,1,PLATINUM,747
669,France,Female,38,8,0,2,1,0,84049.16,Stayed,4,PLATINUM,800
472,France,Male,29,8,102490.27,1,0,1,181224.56,Stayed,4,SILVER,812
716,France,Female,23,2,94464.81,2,0,1,185900.88,Stayed,5,PLATINUM,351
729,France,Male,44,6,0,2,1,0,151733.43,Stayed,3,GOLD,807
787,France,Female,40,6,0,2,1,1,84151.98,Stayed,3,SILVER,598
615,France,Female,23,4,0,2,1,0,196476.19,Stayed,5,SILVER,773
628,France,Male,32,9,149136.31,2,1,1,16402.11,Stayed,3,GOLD,859
696,Spain,Male,28,8,0,1,0,0,176713.47,Stayed,3,SILVER,671
809,France,Male,38,3,0,2,1,1,80061.31,Stayed,3,DIAMOND,533
689,Germany,Female,28,2,64808.32,2,0,0,78591.15,Stayed,5,SILVER,730
537,France,Male,28,0,88963.31,2,1,1,189839.93,Stayed,5,SILVER,561
520,France,Male,35,9,105387.89,1,1,1,25059.06,Stayed,5,DIAMOND,471
733,Spain,Male,44,3,106070.89,1,0,1,101617.43,Stayed,4,PLATINUM,705
703,Germany,Female,26,1,97331.19,1,1,0,63717.49,Stayed,5,DIAMOND,425
575,France,Male,29,4,121823.4,2,1,1,50368.87,Stayed,4,PLATINUM,435
567,France,Male,39,5,0,2,0,0,168521.72,Stayed,3,GOLD,709
558,France,Male,32,10,105000.23,1,1,0,190019.61,Stayed,1,SILVER,644
677,France,Male,38,4,0,2,1,0,187800.63,Stayed,4,GOLD,664
809,France,Male,43,2,0,2,1,1,132908.07,Stayed,1,PLATINUM,706
471,Germany,Female,36,5,90063.74,2,1,1,96366.7,Stayed,1,SILVER,368
679,France,Female,33,1,0,2,0,0,69608.48,Stayed,5,DIAMOND,999
622,France,Male,31,5,106260.67,1,1,1,2578.43,Stayed,4,SILVER,660
503,Germany,Male,42,9,153279.39,1,1,1,151336.96,Stayed,4,DIAMOND,307
688,Germany,Female,40,8,150679.71,2,0,1,196226.38,Stayed,4,GOLD,645
637,France,Male,60,3,0,2,1,1,70174.03,Stayed,3,PLATINUM,230
683,Germany,Female,39,2,47685.47,2,1,1,86019.48,Stayed,4,SILVER,649
724,France,Male,34,2,154485.74,2,0,0,78560.64,Stayed,1,DIAMOND,518
577,Spain,Female,40,1,0,2,1,1,108787,Stayed,1,GOLD,530
630,Germany,Female,23,4,137964.51,1,0,1,174570.55,Stayed,1,DIAMOND,978
656,France,Male,41,2,0,2,1,0,158973.77,Stayed,1,PLATINUM,902
573,Spain,Male,38,4,0,2,1,1,196517.43,Stayed,5,PLATINUM,533
535,France,Male,38,8,85982.07,1,1,0,9238.35,Stayed,3,DIAMOND,774
646,France,Male,18,10,0,2,0,1,52795.15,Stayed,5,GOLD,938
731,France,Male,31,1,132512.26,1,1,1,185466.85,Stayed,3,SILVER,960
596,Spain,Male,41,5,0,2,0,1,141053.85,Stayed,4,SILVER,906
793,Spain,Male,38,9,0,2,1,0,88225.02,Stayed,1,SILVER,690
792,Spain,Female,40,7,0,1,1,0,141652.2,Stayed,1,DIAMOND,538
684,Germany,Male,59,9,122471.09,1,0,1,15807.07,Stayed,3,PLATINUM,605
603,France,Male,44,9,0,1,1,0,138328.24,Stayed,5,DIAMOND,696
793,Germany,Female,32,1,96408.98,1,1,1,138191.81,Stayed,5,DIAMOND,338
633,France,Female,34,3,123034.43,2,1,1,38315.04,Stayed,4,GOLD,570
729,Germany,Male,40,5,113574.61,2,1,0,103396.08,Stayed,4,SILVER,995
537,France,Male,37,6,0,1,1,1,17802.42,Stayed,2,PLATINUM,336
653,Germany,Female,25,2,158266.42,3,1,1,199357.24,Stayed,4,GOLD,630
649,France,Male,41,0,0,2,0,1,130567.02,Stayed,4,GOLD,547
810,France,Male,33,6,0,2,1,1,77965.67,Stayed,4,DIAMOND,520
791,Germany,Female,35,7,52436.2,1,1,0,161051.75,Stayed,2,SILVER,650
762,Spain,Female,69,9,183744.98,1,1,1,196993.69,Stayed,3,DIAMOND,323
751,Germany,Female,28,10,132932.14,2,1,1,46630.47,Stayed,5,DIAMOND,411
679,France,Male,39,0,86843.61,1,0,1,159830.58,Stayed,5,PLATINUM,1000
529,France,Male,61,1,0,2,1,1,191370.97,Stayed,5,SILVER,589
593,France,Female,29,2,152265.43,1,1,0,34004.44,Stayed,1,SILVER,907
828,France,Male,31,9,0,1,0,1,164257.37,Stayed,3,GOLD,421
497,Spain,Male,27,7,149400.27,1,0,0,167522.19,Stayed,4,GOLD,423
688,Germany,Male,45,9,103399.87,1,0,0,129870.93,Stayed,1,PLATINUM,632
744,France,Female,38,9,0,2,0,0,20940.76,Stayed,5,PLATINUM,629
720,France,Female,43,6,137824.03,2,1,0,172557.77,Stayed,4,GOLD,506
728,France,Female,69,1,0,2,1,1,131804.86,Stayed,4,PLATINUM,341
786,Spain,Male,29,7,80895.44,2,1,0,64945.57,Stayed,1,DIAMOND,841
652,Spain,Male,41,8,115144.68,1,1,0,188905.43,Stayed,4,SILVER,900
643,France,Male,39,7,0,2,1,1,170392.59,Stayed,3,PLATINUM,677
679,Germany,Male,35,1,110245.13,1,1,1,178291.09,Stayed,5,GOLD,728
591,Spain,Male,31,8,0,1,1,1,141677.33,Stayed,1,GOLD,997
597,France,Male,44,8,78128.13,2,0,1,109153.04,Stayed,1,PLATINUM,220
571,Spain,Female,31,3,0,2,1,1,194667.92,Stayed,2,PLATINUM,492
515,France,Female,28,9,0,2,0,0,94141.75,Stayed,3,PLATINUM,772
631,Spain,Female,41,0,0,1,0,0,87959.83,Stayed,2,PLATINUM,557
405,Germany,Male,31,5,133299.67,2,1,1,72950.14,Stayed,3,SILVER,634
529,Spain,Male,35,5,95772.97,1,1,1,112781.5,Stayed,5,DIAMOND,619
677,France,Female,27,2,0,2,0,1,114685.92,Stayed,2,PLATINUM,273
585,France,Female,33,4,152805.05,1,1,0,63239.65,Stayed,1,GOLD,385
555,France,Male,40,10,139930.18,1,1,1,105720.09,Stayed,1,SILVER,872
641,France,Female,53,0,123835.52,2,0,1,160110.65,Stayed,5,SILVER,223
655,Germany,Female,72,5,138089.97,2,1,1,99920.41,Stayed,3,GOLD,766
489,Germany,Male,38,2,126444.08,2,1,1,82662.73,Stayed,4,SILVER,526
496,France,Female,36,7,0,2,0,0,108098.28,Stayed,4,GOLD,289
746,France,Male,37,2,0,2,1,0,143194.05,Stayed,4,DIAMOND,415
678,France,Female,32,9,0,1,1,1,148210.64,Stayed,4,GOLD,983
683,France,Male,41,6,95696.52,2,1,1,184366.14,Stayed,5,GOLD,459
657,France,Female,28,7,0,2,0,1,5177.62,Stayed,5,SILVER,352
620,Germany,Female,34,8,102251.57,1,1,0,120672.09,Stayed,4,SILVER,663
825,France,Male,29,3,148874.01,2,0,1,71192.82,Stayed,3,DIAMOND,346
787,Germany,Female,42,2,74483.97,2,0,1,44273.91,Stayed,3,GOLD,569
659,France,Male,54,8,133436.52,1,1,0,56787.8,Stayed,4,DIAMOND,344
670,France,Male,38,7,0,2,1,1,77864.41,Stayed,1,GOLD,794
498,France,Male,33,1,198113.86,1,1,0,69664.35,Stayed,2,PLATINUM,694
577,France,Female,30,8,92472.1,2,0,1,126434.61,Stayed,4,SILVER,569
681,France,Male,29,8,0,1,1,0,66367.33,Stayed,2,GOLD,479
726,France,Male,31,9,0,2,1,1,106117.3,Stayed,3,GOLD,624
850,Germany,Male,27,1,101278.25,2,1,1,26265.18,Stayed,4,SILVER,859
496,France,Male,31,5,0,2,1,0,93713.13,Stayed,3,DIAMOND,836
783,Germany,Female,42,2,139707.28,1,1,0,2150.22,Stayed,2,GOLD,501
516,Spain,Female,45,8,109044.3,1,0,1,115818.16,Stayed,5,GOLD,229
645,France,Male,42,4,98298.18,1,1,1,676.06,Stayed,4,DIAMOND,234
553,France,Male,38,3,99844.68,1,0,0,187915.7,Stayed,1,DIAMOND,869
553,France,Male,37,1,0,1,1,0,30461.55,Stayed,5,DIAMOND,623
596,Germany,Male,32,3,96709.07,2,0,0,41788.37,Stayed,1,GOLD,709
687,Germany,Male,38,4,117633.28,1,0,1,88396.6,Stayed,5,DIAMOND,827
489,France,Female,38,5,117289.92,1,0,0,85231.88,Stayed,2,GOLD,655
568,Spain,Male,39,5,0,2,1,1,129569.92,Stayed,4,SILVER,594
633,Germany,Male,29,6,117412.35,1,0,0,30338.94,Stayed,4,SILVER,341
601,Spain,Male,28,6,0,2,1,0,14665.28,Stayed,4,PLATINUM,541
733,France,Male,64,3,0,2,1,1,75272.63,Stayed,3,GOLD,842
445,Spain,Male,45,10,0,2,0,1,90977.48,Stayed,1,SILVER,797
645,Germany,Male,49,4,160133.88,1,0,1,88391.97,Stayed,4,GOLD,720
644,Spain,Female,26,4,153455.72,2,1,1,82696.84,Stayed,5,PLATINUM,944
677,France,Female,37,3,0,2,1,1,38252.25,Stayed,3,PLATINUM,654
732,Spain,Male,33,8,0,1,1,0,119882.7,Stayed,2,DIAMOND,741
846,Spain,Male,61,0,0,2,1,1,96202.44,Stayed,1,PLATINUM,292
842,Spain,Male,46,9,0,1,0,0,17268.02,Stayed,1,SILVER,675
615,Germany,Male,43,3,86920.86,1,1,1,150048.37,Stayed,1,DIAMOND,579
654,Germany,Male,37,2,145610.07,2,0,0,186300.59,Stayed,5,SILVER,458
715,France,Female,32,10,0,2,1,0,60907.49,Stayed,3,DIAMOND,852
540,Spain,Female,31,10,118158.74,1,1,1,158027.57,Stayed,4,SILVER,645
612,France,Male,41,5,0,3,0,0,151256.22,Stayed,4,DIAMOND,327
797,Spain,Female,31,8,0,2,1,0,117916.63,Stayed,5,DIAMOND,346
611,France,Female,26,2,107508.93,2,1,1,120801.65,Stayed,4,DIAMOND,720
767,France,Female,35,6,115576.44,1,0,1,27922.45,Stayed,3,PLATINUM,633
640,France,Female,20,4,0,2,0,1,78310.82,Stayed,5,SILVER,670
684,France,Female,27,9,122550.05,2,0,1,137835.82,Stayed,2,GOLD,807
692,France,Female,30,7,0,2,1,1,18826.34,Stayed,3,DIAMOND,973
745,Spain,Female,59,8,0,1,1,1,36124.98,Stayed,2,DIAMOND,949
593,Spain,Male,26,9,76226.9,1,1,0,167564.82,Stayed,5,GOLD,608
683,Spain,Male,35,9,61172.04,1,0,0,82951.12,Stayed,3,GOLD,306
606,Spain,Male,34,3,161572.24,1,0,1,191076.22,Stayed,3,PLATINUM,893
569,France,Male,37,9,178755.84,1,1,0,199929.17,Stayed,5,GOLD,255
606,Spain,Male,33,8,0,2,1,1,63176.77,Stayed,2,DIAMOND,640
640,France,Female,31,9,138857.59,1,1,0,48640.77,Stayed,1,SILVER,686
692,France,Male,28,5,61581.97,1,1,1,70179.91,Stayed,3,SILVER,963
593,France,Male,35,9,114193.24,1,1,0,71154.1,Stayed,5,DIAMOND,660
561,Germany,Male,49,5,94754,1,1,1,26691.31,Stayed,5,DIAMOND,760
431,Germany,Male,45,5,83624.55,2,0,0,36899.62,Stayed,2,DIAMOND,838
681,Spain,Male,67,7,0,2,0,1,163714.92,Stayed,1,SILVER,444
630,France,Male,40,8,0,2,1,1,42495.81,Stayed,3,DIAMOND,960
590,Spain,Female,23,7,0,2,1,0,196789.9,Stayed,1,SILVER,469
850,France,Female,35,9,0,2,0,0,25329.48,Stayed,1,SILVER,998
426,France,Female,34,3,0,2,1,1,61230.83,Stayed,4,DIAMOND,353
641,France,Female,35,4,0,2,0,0,125986.18,Stayed,4,PLATINUM,757
781,France,Female,38,3,128345.69,2,1,0,63218.85,Stayed,2,SILVER,608
648,France,Female,50,9,102535.57,1,1,1,189543.19,Stayed,5,DIAMOND,332
552,Spain,Male,45,9,0,2,1,0,26752.56,Stayed,2,DIAMOND,723
639,France,Male,32,9,0,2,1,0,111340.36,Stayed,4,GOLD,846
587,Spain,Male,48,1,0,2,1,1,8908,Stayed,5,DIAMOND,660
818,France,Male,36,4,0,2,1,1,8037.03,Stayed,2,GOLD,266
751,Spain,Male,52,8,0,2,0,1,179291.85,Stayed,5,SILVER,629
791,France,Male,36,6,111168.97,1,1,1,189969.91,Stayed,1,DIAMOND,741
593,Germany,Male,69,2,187013.13,2,0,1,105898.69,Stayed,1,GOLD,952
724,France,Female,69,5,117866.92,1,1,1,62280.91,Stayed,3,PLATINUM,876
713,France,Male,36,8,133889.35,1,1,1,143265.65,Stayed,1,SILVER,357
547,Spain,Female,31,9,0,2,0,0,99294.22,Stayed,2,GOLD,470
770,France,Male,36,2,89800.14,1,1,1,105922.69,Stayed,1,SILVER,676
712,France,Male,35,7,124616.23,1,1,1,69320.97,Stayed,3,PLATINUM,744
731,Spain,Female,39,2,0,2,1,0,136737.13,Stayed,2,SILVER,665
708,Spain,Male,40,8,83015.71,1,1,0,101089.76,Stayed,3,DIAMOND,699
530,France,Female,48,0,0,1,1,0,85081.09,Stayed,2,PLATINUM,737
703,Spain,Male,39,6,152685.4,1,0,0,183656.12,Stayed,2,DIAMOND,994
543,France,Male,64,4,0,2,1,1,148305.82,Stayed,5,GOLD,701
479,Germany,Male,24,6,107637.97,2,0,1,169505.83,Stayed,5,PLATINUM,456
694,France,Male,36,3,97530.25,1,1,1,117140.41,Stayed,5,SILVER,522
661,Spain,Female,35,5,128415.45,1,1,0,142626.49,Stayed,5,SILVER,969
665,France,Male,28,8,191402.82,2,1,0,83238.4,Stayed,4,SILVER,320
730,France,Male,34,5,122453.37,2,1,0,138882.98,Stayed,4,DIAMOND,822
483,France,Female,30,9,0,2,0,0,136356.97,Stayed,3,PLATINUM,970
687,France,Male,38,0,144450.58,1,0,1,137276.83,Stayed,3,SILVER,385
611,Germany,Male,31,0,107884.81,2,1,1,183487.98,Stayed,2,DIAMOND,388
537,Spain,Female,38,6,141786.78,1,0,1,147797.54,Stayed,2,GOLD,524
642,France,Male,25,7,0,2,1,0,102083.78,Stayed,3,SILVER,905
756,Spain,Male,29,2,117412.19,2,1,0,4888.91,Stayed,1,DIAMOND,565
566,Germany,Female,44,5,141428.99,2,0,0,68408.74,Stayed,4,SILVER,459
704,France,Male,44,3,0,2,0,1,152884.85,Stayed,5,DIAMOND,323
663,France,Male,45,5,83195.12,1,1,1,48682.1,Stayed,2,GOLD,290
661,Spain,Female,28,7,95357.49,1,0,0,102297.15,Stayed,5,GOLD,508
661,France,Male,33,9,0,2,1,1,84174.81,Stayed,2,DIAMOND,873
480,France,Male,35,2,165692.91,1,1,1,197984.58,Stayed,5,GOLD,592
681,France,Female,58,8,93173.88,1,1,1,139761.25,Stayed,2,DIAMOND,797
442,France,Male,34,4,0,2,1,0,68343.08,Stayed,5,DIAMOND,529
652,France,Male,27,10,107303.72,2,0,0,44435.76,Stayed,2,GOLD,986
728,France,Female,34,6,90425.15,2,1,1,11597.69,Stayed,1,SILVER,439
769,France,Male,51,9,156773.78,2,1,0,40257.79,Stayed,4,PLATINUM,401
650,France,Female,39,4,0,2,0,0,186275.7,Stayed,2,DIAMOND,802
706,Germany,Male,34,0,140641.26,2,1,1,77271.91,Stayed,3,GOLD,288
710,France,Female,41,2,156067.05,1,1,1,9983.88,Stayed,4,DIAMOND,678
686,Spain,Male,22,8,0,2,0,0,142331.85,Stayed,2,GOLD,467
719,Spain,Female,32,7,0,1,0,0,76264.27,Stayed,3,PLATINUM,677
494,France,Male,25,6,0,2,0,1,109988.09,Stayed,1,PLATINUM,376
569,Spain,Male,35,3,116969.35,1,0,0,94488.82,Stayed,1,GOLD,413
521,Spain,Male,29,3,60280.62,1,1,0,154271.41,Stayed,3,DIAMOND,700
526,Germany,Female,32,6,131938.92,2,1,1,1795.93,Stayed,4,SILVER,414
629,Spain,Male,39,5,0,2,0,0,116748.14,Stayed,5,GOLD,839
511,Germany,Female,75,9,105609.17,1,0,1,105425.18,Stayed,4,DIAMOND,567
571,France,Male,41,8,0,1,1,1,63736.17,Stayed,4,SILVER,681
675,Spain,Male,32,10,0,2,1,0,191545.65,Stayed,3,GOLD,610
597,Spain,Male,38,6,115702.67,2,1,1,25059.05,Stayed,4,DIAMOND,486
789,Germany,Male,51,3,104677.09,1,1,0,74265.38,Stayed,1,DIAMOND,759
704,Spain,Male,38,6,106687.76,1,1,0,173776.5,Stayed,4,GOLD,546
520,Germany,Female,23,3,116022.53,2,1,1,37577.66,Stayed,1,GOLD,342
602,Germany,Male,38,2,71667.97,2,0,0,137111.89,Stayed,3,DIAMOND,280
544,France,Female,32,9,110728.39,1,1,1,14559.62,Stayed,1,SILVER,629
485,Spain,Male,32,6,102238.01,2,1,1,194010.12,Stayed,4,PLATINUM,784
731,Spain,Female,37,1,128932.4,1,1,1,180712.52,Stayed,4,SILVER,868
528,Spain,Male,36,7,0,2,1,0,60536.56,Stayed,5,SILVER,458
843,France,Female,38,8,134887.53,1,1,1,10804.04,Stayed,1,DIAMOND,923
638,France,Female,34,7,0,2,1,1,198969.78,Stayed,4,SILVER,577
711,France,Female,37,8,113899.92,1,0,0,80215.2,Stayed,3,SILVER,436
739,France,Male,58,2,101579.28,1,1,1,72168.53,Stayed,5,SILVER,277
807,France,Male,35,3,174790.15,1,1,1,600.36,Stayed,3,SILVER,861
604,Spain,Male,27,9,101352.78,1,0,0,30252.3,Stayed,2,DIAMOND,799
806,Spain,Male,25,7,0,2,1,0,18461.9,Stayed,4,PLATINUM,767
773,Germany,Female,36,4,105858.71,1,0,1,4395.45,Stayed,2,DIAMOND,564
640,France,Female,33,1,167298.42,1,0,1,145381.65,Stayed,1,SILVER,892
790,France,Female,33,10,135120.72,1,0,0,195204.99,Stayed,3,DIAMOND,522
680,Spain,Female,31,9,119825.75,2,1,1,101139.3,Stayed,5,DIAMOND,307
583,France,Male,59,7,127450.14,1,0,1,67552.71,Stayed,2,GOLD,992
724,Germany,Male,33,5,103564.83,2,1,0,121085.72,Stayed,1,GOLD,352
666,France,Male,36,3,0,2,1,0,35156.54,Stayed,2,DIAMOND,995
586,Spain,Male,29,2,132450.24,1,1,1,36176.63,Stayed,3,DIAMOND,423
821,Germany,Male,42,3,87807.29,2,1,1,64613.81,Stayed,2,SILVER,716
743,Spain,Male,35,6,79388.33,1,1,1,193360.69,Stayed,3,DIAMOND,585
805,France,Female,31,4,0,2,1,0,4798.12,Stayed,2,PLATINUM,863
566,Germany,Female,40,2,97001.36,2,1,0,154486.01,Stayed,1,DIAMOND,719
487,Spain,Male,33,8,145729.71,1,1,0,41365.85,Stayed,2,DIAMOND,675
594,Germany,Male,18,1,132694.73,1,1,0,167689.56,Stayed,3,SILVER,323
679,Germany,Female,32,0,88335.05,1,0,0,159584.81,Stayed,5,DIAMOND,641
850,France,Male,39,4,127771.35,2,0,1,151738.54,Stayed,4,PLATINUM,404
444,France,Male,34,2,144318.97,1,1,0,112668.06,Stayed,4,SILVER,310
734,Germany,Female,47,10,91522.04,2,1,1,138835.91,Stayed,4,SILVER,993
510,France,Female,22,3,156834.34,1,0,0,44374.44,Stayed,2,DIAMOND,821
786,France,Female,62,8,0,1,1,1,165702.64,Stayed,2,SILVER,765
641,France,Male,77,9,0,3,1,1,81514.06,Stayed,4,PLATINUM,846
479,Spain,Male,27,2,172463.45,1,1,1,40315.27,Stayed,3,DIAMOND,704
685,France,Male,23,8,0,2,1,1,112239.03,Stayed,2,SILVER,543
844,France,Female,29,8,0,2,0,0,147342.03,Stayed,3,PLATINUM,807
636,Germany,Male,34,2,40105.51,2,0,1,53512.16,Stayed,3,DIAMOND,356
452,Germany,Male,33,7,153663.27,1,1,0,111868.23,Stayed,4,SILVER,294
789,Germany,Male,33,8,151607.56,1,1,0,4389.4,Stayed,4,SILVER,513
616,France,Female,37,6,0,2,1,0,86242.18,Stayed,2,PLATINUM,850
709,France,Male,39,8,0,2,1,0,56214.09,Stayed,3,GOLD,958
683,France,Female,40,1,0,2,0,0,75762,Stayed,3,GOLD,288
639,France,Female,38,4,81550.94,2,0,1,118974.77,Stayed,4,GOLD,860
808,Spain,Male,47,8,139196,1,0,1,74028.36,Stayed,2,SILVER,801
637,Spain,Female,54,5,0,1,0,1,150836.98,Stayed,2,PLATINUM,259
578,France,Male,34,4,175111.11,1,1,1,74858.3,Stayed,2,SILVER,311
619,France,Female,30,7,70729.17,1,1,1,160948.87,Stayed,1,DIAMOND,962
517,France,Male,41,2,0,2,0,1,75937.47,Stayed,4,SILVER,540
727,France,Male,28,5,0,2,0,1,19653.08,Stayed,3,GOLD,351
589,Germany,Female,36,9,140355.56,2,1,0,136329.96,Stayed,2,PLATINUM,236
649,France,Female,52,8,49113.75,1,1,0,41858.43,Stayed,1,SILVER,673
687,France,Female,34,9,125474.44,1,1,0,198929.84,Stayed,1,GOLD,565
850,France,Male,30,9,121535.18,1,0,0,40313.47,Stayed,1,GOLD,531
506,Spain,Male,32,8,0,2,0,1,182692.8,Stayed,4,DIAMOND,671
719,Spain,Male,35,1,100829.94,1,1,1,165008.97,Stayed,3,GOLD,657
775,France,Male,45,8,0,1,1,0,130376.68,Stayed,4,DIAMOND,805
711,France,Male,28,8,0,2,1,1,64286.39,Stayed,2,GOLD,997
613,France,Male,37,9,108286.5,1,1,1,114153.44,Stayed,5,GOLD,656
539,France,Male,20,0,83459.86,1,1,1,146752.67,Stayed,4,DIAMOND,814
628,Spain,Female,22,3,0,1,1,0,85426.28,Stayed,4,DIAMOND,483
661,France,Male,26,8,0,2,0,0,196875.87,Stayed,4,GOLD,547
777,France,Male,29,2,0,2,1,0,124489.88,Stayed,2,DIAMOND,695
584,Germany,Female,41,3,88594.93,1,1,0,178997.89,Stayed,3,SILVER,822
591,Germany,Male,46,4,129269.27,1,1,0,163504.33,Stayed,1,GOLD,290
685,Spain,Male,38,4,0,2,1,1,35884.91,Stayed,4,DIAMOND,966
703,France,Male,28,9,0,2,0,1,2151.17,Stayed,1,SILVER,462
740,France,Female,37,7,0,2,1,1,194270.91,Stayed,1,DIAMOND,741
755,France,Male,42,2,119919.12,1,1,0,156868.21,Stayed,1,PLATINUM,765
635,France,Female,78,6,47536.4,1,1,1,119400.08,Stayed,4,GOLD,896
663,France,Male,36,10,0,2,1,0,136349.55,Stayed,5,PLATINUM,839
641,France,Female,40,7,0,1,1,0,126996.67,Stayed,4,GOLD,596
572,France,Female,47,2,0,2,1,0,36099.7,Stayed,4,GOLD,991
584,France,Male,38,1,115341.55,1,0,1,173632.92,Stayed,2,DIAMOND,665
619,Spain,Female,31,3,141751.82,1,0,1,61531.86,Stayed,4,DIAMOND,241
616,France,Male,31,1,0,2,1,1,54706.75,Stayed,3,DIAMOND,852
500,Germany,Male,30,2,125495.64,2,1,1,68807.47,Stayed,3,SILVER,276
543,France,Female,42,5,0,2,0,0,101905.34,Stayed,2,SILVER,266
757,France,Male,23,2,80673.96,2,1,0,93991.65,Stayed,5,DIAMOND,277
622,Spain,Female,58,2,0,2,1,1,33277.31,Stayed,5,PLATINUM,746
725,Germany,Female,39,5,116803.8,1,1,0,124052.97,Stayed,2,GOLD,763
608,France,Male,33,4,0,1,0,1,130474.03,Stayed,1,PLATINUM,381
635,Spain,Male,31,1,0,2,1,0,135382.23,Stayed,5,PLATINUM,510
535,France,Female,45,2,0,2,0,1,170621.55,Stayed,4,GOLD,921
720,Spain,Male,33,6,97188.62,1,0,0,91881.29,Stayed,4,SILVER,605
461,Germany,Female,34,5,63663.93,1,0,1,167784.28,Stayed,1,SILVER,497
667,Spain,Male,31,5,0,2,1,1,20346.69,Stayed,4,PLATINUM,823
592,Spain,Female,40,2,200322.45,1,1,1,113244.73,Stayed,5,PLATINUM,482
551,France,Male,43,7,0,2,1,0,178393.68,Stayed,1,PLATINUM,972
505,Germany,Male,40,6,47869.69,2,1,1,155061.97,Stayed,1,DIAMOND,910
502,France,Male,37,10,0,1,1,1,76642.68,Stayed,5,GOLD,620
844,France,Male,38,7,111501.66,1,1,1,119333.38,Stayed,5,SILVER,962
592,Spain,Male,37,9,0,3,1,1,10656.89,Stayed,1,DIAMOND,413
640,Spain,Female,46,3,0,1,1,1,156260.08,Stayed,1,GOLD,777
689,Spain,Female,28,3,0,2,1,1,192449.02,Stayed,4,SILVER,731
757,Germany,Male,36,1,65349.71,1,0,0,64539.64,Stayed,2,SILVER,788
663,Germany,Male,28,8,123674.28,2,1,1,87985.2,Stayed,1,SILVER,925
751,Germany,Male,54,9,156367.6,2,0,1,116179.92,Stayed,1,SILVER,676
756,Germany,Male,36,2,136815.64,1,1,1,170041.95,Stayed,5,DIAMOND,236
634,Germany,Male,37,1,89696.84,2,1,1,193179.88,Stayed,2,GOLD,725
552,France,Female,34,5,0,2,1,1,1351.41,Stayed,3,SILVER,712
730,Spain,Female,43,1,103960.38,1,1,1,193650.16,Stayed,2,DIAMOND,348
820,Spain,Male,34,10,97208.46,1,1,1,59553.34,Stayed,2,GOLD,827
521,France,Male,25,7,0,2,1,1,157878.67,Stayed,1,SILVER,323
812,Germany,Male,25,5,54817.55,1,1,0,131660.31,Stayed,3,PLATINUM,985
585,Spain,Female,44,4,0,2,0,1,101728.46,Stayed,4,DIAMOND,762
680,France,Female,32,5,0,1,1,1,150684.23,Stayed,5,GOLD,589
521,France,Female,39,6,0,2,0,1,27375.15,Stayed,5,GOLD,843
641,Spain,Male,42,9,132657.55,1,1,0,35367.19,Stayed,3,GOLD,351
544,France,Female,21,10,161525.96,2,1,0,9262.77,Stayed,2,PLATINUM,458
581,Spain,Male,46,2,79385.21,2,0,0,188492.82,Stayed,1,GOLD,639
513,Spain,Female,42,10,0,2,0,1,73151.25,Stayed,5,DIAMOND,809
850,France,Male,19,8,0,1,1,1,68569.89,Stayed,3,GOLD,615
774,Spain,Female,43,1,110646.54,1,0,0,108804.28,Stayed,4,GOLD,597
711,France,Female,39,3,152462.79,1,1,0,90305.97,Stayed,5,PLATINUM,851
733,France,Male,39,1,0,2,1,1,141841.31,Stayed,5,SILVER,367
634,Germany,Male,38,2,148430.55,1,1,1,56055.72,Stayed,5,PLATINUM,808
824,France,Male,45,3,129209.48,1,0,0,60151.77,Stayed,2,DIAMOND,907
635,Spain,Male,29,2,0,2,0,0,117173.8,Stayed,1,GOLD,624
555,France,Male,40,10,43028.77,1,1,0,170514.21,Stayed,2,GOLD,997
513,France,Female,43,9,0,2,1,0,152499.8,Stayed,1,SILVER,301
